,id,name,album,artist,genres,related_artists,related_genres,release_date,duration_ms,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
45,6lKpSNsl2KJqoRtlBbKI7Y,No Option,Stoney,Post Malone,rap/melodic rap/dfw rap/pop,A$AP Ferg/Desiigner/Quality Control/Rae Sremmurd/Huncho Jack/Migos/Cordae/SAINt JHN/Lil Mosey/Young Thug/6LACK/mike./Quavo/Bazzi/Jaden/NAV/Arizona Zervas/Tyla Yaweh/The Kid LAROI/Fetty Wap,pop rap/rap conscient/rhode island rap/indie pop rap/atl trap/new jersey rap/underground hip hop/slap house/mississippi hip hop/southern hip hop/atl hip hop/hip hop/australian hip hop/canadian hip hop/trap/cali rap/r&b/canadian trap/viral trap/gangster rap,2016-12-09,179826,38,0.0757,0.575,0.734,0.0,2,0.241,-4.949,1,0.057,83.986,4,0.494
46,1M97ctHDzQzyFJr2d61CAy,Cold,Stoney,Post Malone,rap/melodic rap/dfw rap/pop,A$AP Ferg/Desiigner/Quality Control/Rae Sremmurd/Huncho Jack/Migos/Cordae/SAINt JHN/Lil Mosey/Young Thug/6LACK/mike./Quavo/Bazzi/Jaden/NAV/Arizona Zervas/Tyla Yaweh/The Kid LAROI/Fetty Wap,pop rap/rap conscient/rhode island rap/indie pop rap/atl trap/new jersey rap/underground hip hop/slap house/mississippi hip hop/southern hip hop/atl hip hop/hip hop/australian hip hop/canadian hip hop/trap/cali rap/r&b/canadian trap/viral trap/gangster rap,2016-12-09,268933,35,0.647,0.67,0.572,4.72e-06,4,0.104,-7.312,0,0.0415,132.98,4,0.259
47,5kaOnQI5luApBdnahM3V2N,White Iverson,Stoney,Post Malone,rap/melodic rap/dfw rap/pop,A$AP Ferg/Desiigner/Quality Control/Rae Sremmurd/Huncho Jack/Migos/Cordae/SAINt JHN/Lil Mosey/Young Thug/6LACK/mike./Quavo/Bazzi/Jaden/NAV/Arizona Zervas/Tyla Yaweh/The Kid LAROI/Fetty Wap,pop rap/rap conscient/rhode island rap/indie pop rap/atl trap/new jersey rap/underground hip hop/slap house/mississippi hip hop/southern hip hop/atl hip hop/hip hop/australian hip hop/canadian hip hop/trap/cali rap/r&b/canadian trap/viral trap/gangster rap,2016-12-09,256532,45,0.233,0.675,0.562,0.0,7,0.0816,-7.678,1,0.0352,130.098,4,0.309
48,6bFrZX74iudanCuwP63LTX,I Fall Apart,Stoney,Post Malone,rap/melodic rap/dfw rap/pop,A$AP Ferg/Desiigner/Quality Control/Rae Sremmurd/Huncho Jack/Migos/Cordae/SAINt JHN/Lil Mosey/Young Thug/6LACK/mike./Quavo/Bazzi/Jaden/NAV/Arizona Zervas/Tyla Yaweh/The Kid LAROI/Fetty Wap,pop rap/rap conscient/rhode island rap/indie pop rap/atl trap/new jersey rap/underground hip hop/slap house/mississippi hip hop/southern hip hop/atl hip hop/hip hop/australian hip hop/canadian hip hop/trap/cali rap/r&b/canadian trap/viral trap/gangster rap,2016-12-09,223346,44,0.0689,0.556,0.538,0.0,8,0.196,-5.408,0,0.0382,143.95,4,0.291
49,0GgQouk3XBQVBRpJyW25Nn,Patient,Stoney,Post Malone,rap/melodic rap/dfw rap/pop,A$AP Ferg/Desiigner/Quality Control/Rae Sremmurd/Huncho Jack/Migos/Cordae/SAINt JHN/Lil Mosey/Young Thug/6LACK/mike./Quavo/Bazzi/Jaden/NAV/Arizona Zervas/Tyla Yaweh/The Kid LAROI/Fetty Wap,pop rap/rap conscient/rhode island rap/indie pop rap/atl trap/new jersey rap/underground hip hop/slap house/mississippi hip hop/southern hip hop/atl hip hop/hip hop/australian hip hop/canadian hip hop/trap/cali rap/r&b/canadian trap/viral trap/gangster rap,2016-12-09,194333,37,0.565,0.743,0.662,0.0,5,0.128,-6.108,0,0.179,89.975,4,0.552
50,1gMMxgDbbY8Qm5xM3mBE69,Go Flex,Stoney,Post Malone,rap/melodic rap/dfw rap/pop,A$AP Ferg/Desiigner/Quality Control/Rae Sremmurd/Huncho Jack/Migos/Cordae/SAINt JHN/Lil Mosey/Young Thug/6LACK/mike./Quavo/Bazzi/Jaden/NAV/Arizona Zervas/Tyla Yaweh/The Kid LAROI/Fetty Wap,pop rap/rap conscient/rhode island rap/indie pop rap/atl trap/new jersey rap/underground hip hop/slap house/mississippi hip hop/southern hip hop/atl hip hop/hip hop/australian hip hop/canadian hip hop/trap/cali rap/r&b/canadian trap/viral trap/gangster rap,2016-12-09,179613,44,0.228,0.665,0.498,0.0,5,0.0757,-8.185,1,0.0832,81.967,4,0.127
51,5nelqHxdJGfPOLt2bbO7eT,Feel,Stoney,Post Malone,rap/melodic rap/dfw rap/pop,A$AP Ferg/Desiigner/Quality Control/Rae Sremmurd/Huncho Jack/Migos/Cordae/SAINt JHN/Lil Mosey/Young Thug/6LACK/mike./Quavo/Bazzi/Jaden/NAV/Arizona Zervas/Tyla Yaweh/The Kid LAROI/Fetty Wap,pop rap/rap conscient/rhode island rap/indie pop rap/atl trap/new jersey rap/underground hip hop/slap house/mississippi hip hop/southern hip hop/atl hip hop/hip hop/australian hip hop/canadian hip hop/trap/cali rap/r&b/canadian trap/viral trap/gangster rap,2016-12-09,197120,36,0.214,0.497,0.507,4.79e-06,5,0.0948,-8.075,0,0.0585,119.432,4,0.192
52,1GccVBNboZ77oSBMYaUpo2,Too Young,Stoney,Post Malone,rap/melodic rap/dfw rap/pop,A$AP Ferg/Desiigner/Quality Control/Rae Sremmurd/Huncho Jack/Migos/Cordae/SAINt JHN/Lil Mosey/Young Thug/6LACK/mike./Quavo/Bazzi/Jaden/NAV/Arizona Zervas/Tyla Yaweh/The Kid LAROI/Fetty Wap,pop rap/rap conscient/rhode island rap/indie pop rap/atl trap/new jersey rap/underground hip hop/slap house/mississippi hip hop/southern hip hop/atl hip hop/hip hop/australian hip hop/canadian hip hop/trap/cali rap/r&b/canadian trap/viral trap/gangster rap,2016-12-09,237146,38,0.271,0.602,0.635,3.2e-05,4,0.0829,-6.526,0,0.052,123.05,4,0.225
53,14LOPYFegGakg50LJbVeai,Congratulations,Stoney,Post Malone,rap/melodic rap/dfw rap/pop,A$AP Ferg/Desiigner/Quality Control/Rae Sremmurd/Huncho Jack/Migos/Cordae/SAINt JHN/Lil Mosey/Young Thug/6LACK/mike./Quavo/Bazzi/Jaden/NAV/Arizona Zervas/Tyla Yaweh/The Kid LAROI/Fetty Wap,pop rap/rap conscient/rhode island rap/indie pop rap/atl trap/new jersey rap/underground hip hop/slap house/mississippi hip hop/southern hip hop/atl hip hop/hip hop/australian hip hop/canadian hip hop/trap/cali rap/r&b/canadian trap/viral trap/gangster rap,2016-12-09,220293,45,0.215,0.63,0.804,0.0,6,0.253,-4.183,1,0.0363,123.146,4,0.492
54,1ptIfvfmXFt9zW7mxUOQwZ,Up There,Stoney,Post Malone,rap/melodic rap/dfw rap/pop,A$AP Ferg/Desiigner/Quality Control/Rae Sremmurd/Huncho Jack/Migos/Cordae/SAINt JHN/Lil Mosey/Young Thug/6LACK/mike./Quavo/Bazzi/Jaden/NAV/Arizona Zervas/Tyla Yaweh/The Kid LAROI/Fetty Wap,pop rap/rap conscient/rhode island rap/indie pop rap/atl trap/new jersey rap/underground hip hop/slap house/mississippi hip hop/southern hip hop/atl hip hop/hip hop/australian hip hop/canadian hip hop/trap/cali rap/r&b/canadian trap/viral trap/gangster rap,2016-12-09,194826,36,0.373,0.654,0.378,1.07e-05,5,0.0971,-8.108,0,0.0322,72.976,4,0.437
55,7IbYlEPA46MXXlkGJ9LYJk,"Yours Truly, Austin Post",Stoney,Post Malone,rap/melodic rap/dfw rap/pop,A$AP Ferg/Desiigner/Quality Control/Rae Sremmurd/Huncho Jack/Migos/Cordae/SAINt JHN/Lil Mosey/Young Thug/6LACK/mike./Quavo/Bazzi/Jaden/NAV/Arizona Zervas/Tyla Yaweh/The Kid LAROI/Fetty Wap,pop rap/rap conscient/rhode island rap/indie pop rap/atl trap/new jersey rap/underground hip hop/slap house/mississippi hip hop/southern hip hop/atl hip hop/hip hop/australian hip hop/canadian hip hop/trap/cali rap/r&b/canadian trap/viral trap/gangster rap,2016-12-09,219160,35,0.483,0.649,0.618,2.53e-06,6,0.166,-5.694,1,0.0672,125.977,4,0.421
56,7h0d2h0fUmzbs7zeFigJPn,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,JACKBOYS,JACKBOYS,pop rap,A$AP Mob/Quality Control/CHASE B/Young Stoner Life/88GLAM/Huncho Jack/Don Toliver/Pi’erre Bourne/Sheck Wes/Rich The Kid/MadeinTYO/Lil Keed/Mustard/Quavo/Smokepurpp/Takeoff/NAV/Lil Gnar/Offset/Famous Dex,canadian hip hop/melodic rap/trap/plugg/cali rap/hip hop/drill/underground hip hop/canadian trap/chicago rap/rap/southern hip hop/miami hip hop/atl hip hop,2019-12-27,244873,67,0.0567,0.559,0.491,0.0,2,0.0992,-6.406,0,0.0346,153.131,4,0.114
57,62zKJrpbLxz6InR3tGyr7o,JACKBOYS,JACKBOYS,JACKBOYS,pop rap,A$AP Mob/Quality Control/CHASE B/Young Stoner Life/88GLAM/Huncho Jack/Don Toliver/Pi’erre Bourne/Sheck Wes/Rich The Kid/MadeinTYO/Lil Keed/Mustard/Quavo/Smokepurpp/Takeoff/NAV/Lil Gnar/Offset/Famous Dex,canadian hip hop/melodic rap/trap/plugg/cali rap/hip hop/drill/underground hip hop/canadian trap/chicago rap/rap/southern hip hop/miami hip hop/atl hip hop,2019-12-27,46836,56,0.9,0.413,0.13,0.82,0,0.111,-25.166,0,0.0336,123.342,1,0.0676
58,6uJONCdr2rC65BNmCnTBWK,GANG GANG,JACKBOYS,JACKBOYS,pop rap,A$AP Mob/Quality Control/CHASE B/Young Stoner Life/88GLAM/Huncho Jack/Don Toliver/Pi’erre Bourne/Sheck Wes/Rich The Kid/MadeinTYO/Lil Keed/Mustard/Quavo/Smokepurpp/Takeoff/NAV/Lil Gnar/Offset/Famous Dex,canadian hip hop/melodic rap/trap/plugg/cali rap/hip hop/drill/underground hip hop/canadian trap/chicago rap/rap/southern hip hop/miami hip hop/atl hip hop,2019-12-27,244760,68,0.071,0.859,0.6,0.0,7,0.353,-4.63,0,0.301,123.017,4,0.568
59,7LGWmZaoS7jZJ5tEi9EcDi,HAD ENOUGH (feat. Quavo & Offset),JACKBOYS,JACKBOYS,pop rap,A$AP Mob/Quality Control/CHASE B/Young Stoner Life/88GLAM/Huncho Jack/Don Toliver/Pi’erre Bourne/Sheck Wes/Rich The Kid/MadeinTYO/Lil Keed/Mustard/Quavo/Smokepurpp/Takeoff/NAV/Lil Gnar/Offset/Famous Dex,canadian hip hop/melodic rap/trap/plugg/cali rap/hip hop/drill/underground hip hop/canadian trap/chicago rap/rap/southern hip hop/miami hip hop/atl hip hop,2019-12-27,157133,65,0.253,0.75,0.789,0.0,2,0.129,-4.578,1,0.108,147.957,4,0.673
60,6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,pop rap,A$AP Mob/Quality Control/CHASE B/Young Stoner Life/88GLAM/Huncho Jack/Don Toliver/Pi’erre Bourne/Sheck Wes/Rich The Kid/MadeinTYO/Lil Keed/Mustard/Quavo/Smokepurpp/Takeoff/NAV/Lil Gnar/Offset/Famous Dex,canadian hip hop/melodic rap/trap/plugg/cali rap/hip hop/drill/underground hip hop/canadian trap/chicago rap/rap/southern hip hop/miami hip hop/atl hip hop,2019-12-27,157712,79,0.0104,0.802,0.591,0.0,8,0.196,-4.895,1,0.225,139.864,4,0.309
61,4AO1XhrgJczQ9bNVxdfKQe,WHAT TO DO? (feat. Don Toliver),JACKBOYS,JACKBOYS,pop rap,A$AP Mob/Quality Control/CHASE B/Young Stoner Life/88GLAM/Huncho Jack/Don Toliver/Pi’erre Bourne/Sheck Wes/Rich The Kid/MadeinTYO/Lil Keed/Mustard/Quavo/Smokepurpp/Takeoff/NAV/Lil Gnar/Offset/Famous Dex,canadian hip hop/melodic rap/trap/plugg/cali rap/hip hop/drill/underground hip hop/canadian trap/chicago rap/rap/southern hip hop/miami hip hop/atl hip hop,2019-12-27,250141,69,0.0695,0.643,0.594,1.46e-05,9,0.115,-5.191,0,0.0312,118.037,4,0.195
62,40mjsnRjCpycdUw3xhS20g,GATTI,JACKBOYS,JACKBOYS,pop rap,A$AP Mob/Quality Control/CHASE B/Young Stoner Life/88GLAM/Huncho Jack/Don Toliver/Pi’erre Bourne/Sheck Wes/Rich The Kid/MadeinTYO/Lil Keed/Mustard/Quavo/Smokepurpp/Takeoff/NAV/Lil Gnar/Offset/Famous Dex,canadian hip hop/melodic rap/trap/plugg/cali rap/hip hop/drill/underground hip hop/canadian trap/chicago rap/rap/southern hip hop/miami hip hop/atl hip hop,2019-12-27,181144,77,0.135,0.594,0.676,0.0,2,0.163,-5.808,1,0.344,143.477,4,0.472
63,6ckozbGmOusAnLT2LEbERy,Fight Fire With Fire - Remastered,Ride The Lightning (Remastered),Metallica,metal/old school thrash/thrash metal/rock/hard rock,Testament/Kreator/Pantera/Black Label Society/Ozzy Osbourne/Black Sabbath/Megadeth/Danzig/Judas Priest/Machine Head/Anthrax/Slayer/White Zombie/Dio/Airbourne/Iron Maiden/Motörhead/Lamb of God/Sepultura/Alice In Chains,melodic thrash/brazilian groove metal/death metal/speed metal/deathrash/brazilian thrash metal/melodic groove metal/nwobhm/glam metal/texas metal/virginia metal/latin metal/industrial metal/stoner rock/uk doom metal/grunge/german thrash metal/classic rock/melodic metalcore/alternative metal/german metal/brazilian metal/nu metal/progressive groove metal/groove metal/album rock/alternative rock/birmingham metal/punk/post-grunge/metal mineiro/rap metal,1984-07-26,284506,61,3.75e-05,0.283,0.988,0.728,0,0.0712,-7.017,1,0.111,90.791,4,0.133
64,4d50VgYqfw1Rd0knRRL3qv,Ride The Lightning - Remastered,Ride The Lightning (Remastered),Metallica,metal/old school thrash/thrash metal/rock/hard rock,Testament/Kreator/Pantera/Black Label Society/Ozzy Osbourne/Black Sabbath/Megadeth/Danzig/Judas Priest/Machine Head/Anthrax/Slayer/White Zombie/Dio/Airbourne/Iron Maiden/Motörhead/Lamb of God/Sepultura/Alice In Chains,melodic thrash/brazilian groove metal/death metal/speed metal/deathrash/brazilian thrash metal/melodic groove metal/nwobhm/glam metal/texas metal/virginia metal/latin metal/industrial metal/stoner rock/uk doom metal/grunge/german thrash metal/classic rock/melodic metalcore/alternative metal/german metal/brazilian metal/nu metal/progressive groove metal/groove metal/album rock/alternative rock/birmingham metal/punk/post-grunge/metal mineiro/rap metal,1984-07-26,396986,58,6.07e-05,0.257,0.975,0.1,9,0.222,-6.128,1,0.175,149.312,4,0.276
65,2dXsILW8gzkosqleHAvl0v,For Whom The Bell Tolls - Remastered,Ride The Lightning (Remastered),Metallica,metal/old school thrash/thrash metal/rock/hard rock,Testament/Kreator/Pantera/Black Label Society/Ozzy Osbourne/Black Sabbath/Megadeth/Danzig/Judas Priest/Machine Head/Anthrax/Slayer/White Zombie/Dio/Airbourne/Iron Maiden/Motörhead/Lamb of God/Sepultura/Alice In Chains,melodic thrash/brazilian groove metal/death metal/speed metal/deathrash/brazilian thrash metal/melodic groove metal/nwobhm/glam metal/texas metal/virginia metal/latin metal/industrial metal/stoner rock/uk doom metal/grunge/german thrash metal/classic rock/melodic metalcore/alternative metal/german metal/brazilian metal/nu metal/progressive groove metal/groove metal/album rock/alternative rock/birmingham metal/punk/post-grunge/metal mineiro/rap metal,1984-07-26,309973,75,0.00563,0.518,0.858,0.00349,0,0.0598,-6.147,1,0.0672,117.897,4,0.249
66,7866E49sLyI938dEqxi8a4,Fade To Black - Remastered,Ride The Lightning (Remastered),Metallica,metal/old school thrash/thrash metal/rock/hard rock,Testament/Kreator/Pantera/Black Label Society/Ozzy Osbourne/Black Sabbath/Megadeth/Danzig/Judas Priest/Machine Head/Anthrax/Slayer/White Zombie/Dio/Airbourne/Iron Maiden/Motörhead/Lamb of God/Sepultura/Alice In Chains,melodic thrash/brazilian groove metal/death metal/speed metal/deathrash/brazilian thrash metal/melodic groove metal/nwobhm/glam metal/texas metal/virginia metal/latin metal/industrial metal/stoner rock/uk doom metal/grunge/german thrash metal/classic rock/melodic metalcore/alternative metal/german metal/brazilian metal/nu metal/progressive groove metal/groove metal/album rock/alternative rock/birmingham metal/punk/post-grunge/metal mineiro/rap metal,1984-07-26,417226,58,0.00369,0.256,0.924,0.234,7,0.114,-6.685,1,0.113,113.574,4,0.28
67,3J8jTThxk8GtxyoupHtyrb,Trapped Under Ice - Remastered,Ride The Lightning (Remastered),Metallica,metal/old school thrash/thrash metal/rock/hard rock,Testament/Kreator/Pantera/Black Label Society/Ozzy Osbourne/Black Sabbath/Megadeth/Danzig/Judas Priest/Machine Head/Anthrax/Slayer/White Zombie/Dio/Airbourne/Iron Maiden/Motörhead/Lamb of God/Sepultura/Alice In Chains,melodic thrash/brazilian groove metal/death metal/speed metal/deathrash/brazilian thrash metal/melodic groove metal/nwobhm/glam metal/texas metal/virginia metal/latin metal/industrial metal/stoner rock/uk doom metal/grunge/german thrash metal/classic rock/melodic metalcore/alternative metal/german metal/brazilian metal/nu metal/progressive groove metal/groove metal/album rock/alternative rock/birmingham metal/punk/post-grunge/metal mineiro/rap metal,1984-07-26,244066,58,8.81e-05,0.252,0.988,0.0451,9,0.0516,-5.291,1,0.203,162.945,4,0.0529
68,6Kjwg4dmlA5UUqOvWXbiar,Escape - Remastered,Ride The Lightning (Remastered),Metallica,metal/old school thrash/thrash metal/rock/hard rock,Testament/Kreator/Pantera/Black Label Society/Ozzy Osbourne/Black Sabbath/Megadeth/Danzig/Judas Priest/Machine Head/Anthrax/Slayer/White Zombie/Dio/Airbourne/Iron Maiden/Motörhead/Lamb of God/Sepultura/Alice In Chains,melodic thrash/brazilian groove metal/death metal/speed metal/deathrash/brazilian thrash metal/melodic groove metal/nwobhm/glam metal/texas metal/virginia metal/latin metal/industrial metal/stoner rock/uk doom metal/grunge/german thrash metal/classic rock/melodic metalcore/alternative metal/german metal/brazilian metal/nu metal/progressive groove metal/groove metal/album rock/alternative rock/birmingham metal/punk/post-grunge/metal mineiro/rap metal,1984-07-26,263866,51,0.00144,0.257,0.941,0.498,4,0.176,-5.864,1,0.0952,144.142,4,0.541
69,4CLRLdxUDPNeO1xCW0U2zC,Creeping Death - Remastered,Ride The Lightning (Remastered),Metallica,metal/old school thrash/thrash metal/rock/hard rock,Testament/Kreator/Pantera/Black Label Society/Ozzy Osbourne/Black Sabbath/Megadeth/Danzig/Judas Priest/Machine Head/Anthrax/Slayer/White Zombie/Dio/Airbourne/Iron Maiden/Motörhead/Lamb of God/Sepultura/Alice In Chains,melodic thrash/brazilian groove metal/death metal/speed metal/deathrash/brazilian thrash metal/melodic groove metal/nwobhm/glam metal/texas metal/virginia metal/latin metal/industrial metal/stoner rock/uk doom metal/grunge/german thrash metal/classic rock/melodic metalcore/alternative metal/german metal/brazilian metal/nu metal/progressive groove metal/groove metal/album rock/alternative rock/birmingham metal/punk/post-grunge/metal mineiro/rap metal,1984-07-26,395706,59,0.000249,0.29,0.977,0.257,4,0.0801,-5.487,1,0.169,100.919,4,0.166
70,53aVMHWjpz7gB2wGtAv3lD,The Call Of Ktulu - Remastered,Ride The Lightning (Remastered),Metallica,metal/old school thrash/thrash metal/rock/hard rock,Testament/Kreator/Pantera/Black Label Society/Ozzy Osbourne/Black Sabbath/Megadeth/Danzig/Judas Priest/Machine Head/Anthrax/Slayer/White Zombie/Dio/Airbourne/Iron Maiden/Motörhead/Lamb of God/Sepultura/Alice In Chains,melodic thrash/brazilian groove metal/death metal/speed metal/deathrash/brazilian thrash metal/melodic groove metal/nwobhm/glam metal/texas metal/virginia metal/latin metal/industrial metal/stoner rock/uk doom metal/grunge/german thrash metal/classic rock/melodic metalcore/alternative metal/german metal/brazilian metal/nu metal/progressive groove metal/groove metal/album rock/alternative rock/birmingham metal/punk/post-grunge/metal mineiro/rap metal,1984-07-26,533493,52,0.0226,0.31,0.926,0.857,9,0.21,-7.58,0,0.0994,139.012,4,0.158
